"region","dept_id","country","metric","type_group","Org L3","Org L4","Org L5","TA Leader","TA Leader L2","brady_aws","aws","dept","y"
"EMEA","4614","IRL","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","MAXPETE","HARVIELI",,"Y","AWS",,178
"EMEA","4614","ISR","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","MAXPETE","HARVIELI",,"Y","AWS",,27
"EMEA","4614","ITA","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","MAXPETE","HARVIELI",,"Y","AWS",,124
"EMEA","4614","NLD","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","MAXPETE","HARVIELI",,"Y","AWS",,12
"EMEA","4614","NOR","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","MAXPETE","HARVIELI",,"Y","AWS",,27
"EMEA","4614","POL","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","MAXPETE","HARVIELI",,"Y","AWS",,26
"EMEA","4614","PRT","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","MAXPETE","HARVIELI",,"Y","AWS",,12
"EMEA","4614","SAU","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","MAXPETE","HARVIELI",,"Y","AWS",,41
"EMEA","4614","SWE","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","MAXPETE","HARVIELI",,"Y","AWS",,54
"EMEA","4614","ZAF","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","MAXPETE","HARVIELI",,"Y","AWS",,55
"EMEA","4618","DEU","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","MAXPETE","HARVIELI",,"Y","AWS",,10
"EMEA","4622","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","HUELSKAM","HARVIELI",,"Y","AWS",,12
"EMEA","4668","FIN","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","CROSIERC","HARVIELI",,"Y","AWS",,1
"EMEA","4668","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","CROSIERC","HARVIELI",,"Y","AWS",,12
"EMEA","4668","ISR","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","CROSIERC","HARVIELI",,"Y","AWS",,12
"APJC","4006","AUS","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","TERESACA","FINUALAH","MACKAE","Y","AWS","4006 - AWS Public Sect",48
"Americas","4006","CAN","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","TERESACA","DAKILBY","JJULC","Y","AWS","4006 - AWS Public Sect",37
"Americas","4006","USA","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","TERESACA","GREGARRI","APPLETK","Y","AWS","4006 - AWS Public Sect",892
"EMEA","4006","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","TERESACA","HARVIELI","SZWAJGIE","Y","AWS","4006 - AWS Public Sect",49
"EMEA","4006","IRL","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","TERESACA","HARVIELI","SZWAJGIE","Y","AWS","4006 - AWS Public Sect",12
"APJC","4026","AUS","BIS Plan","2021 Q2 Guidance","GARMAN","RABUCHIN","RABUCHIN","FINUALAH","MACKAE","Y","AWS","4026 - AWS GBO Compens",130
"APJC","4026","JPN","BIS Plan","2021 Q2 Guidance","GARMAN","RABUCHIN","RABUCHIN","FINUALAH","NEALMOSE","Y","AWS","4026 - AWS GBO Compens",56
"APJC","4026","PHL","BIS Plan","2021 Q2 Guidance","GARMAN","RABUCHIN","RABUCHIN","FINUALAH","QINWE","Y","AWS","4026 - AWS GBO Compens",511
"Americas","4026","USA","BIS Plan","2021 Q2 Guidance","GARMAN","RABUCHIN","RABUCHIN","GREGARRI","ELLENMED","Y","AWS","4026 - AWS GBO Compens",1374
"EMEA","4026","IRL","BIS Plan","2021 Q2 Guidance","GARMAN","RABUCHIN","RABUCHIN","HARVIELI","UNSUPPORTED","Y","AWS","4026 - AWS GBO Compens",186
"APJC","4027","AUS","BIS Plan","2021 Q2 Guidance","GARMAN","RABUCHIN","RABUCHIN","FINUALAH","MACKAE","Y","AWS","4027 - AWS GBO Systems",15
"APJC","4027","CHN","BIS Plan","2021 Q2 Guidance","GARMAN","RABUCHIN","RABUCHIN","FINUALAH","JANETLI","Y","AWS","4027 - AWS GBO Systems",1
"APJC","4027","JPN","BIS Plan","2021 Q2 Guidance","GARMAN","RABUCHIN","RABUCHIN","FINUALAH","NEALMOSE","Y","AWS","4027 - AWS GBO Systems",15
"APJC","4027","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","RABUCHIN","RABUCHIN","FINUALAH","QINWE","Y","AWS","4027 - AWS GBO Systems",44
"Americas","4027","CAN","BIS Plan","2021 Q2 Guidance","GARMAN","RABUCHIN","RABUCHIN","DAKILBY","JJULC","Y","AWS","4027 - AWS GBO Systems",15
"Americas","4027","USA","BIS Plan","2021 Q2 Guidance","GARMAN","RABUCHIN","RABUCHIN","GREGARRI","ELLENMED","Y","AWS","4027 - AWS GBO Systems",1809
"EMEA","4027","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","RABUCHIN","RABUCHIN","HARVIELI","UNSUPPORTED","Y","AWS","4027 - AWS GBO Systems",16
"EMEA","4027","LUX","BIS Plan","2021 Q2 Guidance","GARMAN","RABUCHIN","RABUCHIN","HARVIELI","UNSUPPORTED","Y","AWS","4027 - AWS GBO Systems",15
"APJC","4035","CHN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4035 - AWS GCR Field S",2617
"APJC","4035","HKG","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4035 - AWS GCR Field S",28
"APJC","4035","TWN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4035 - AWS GCR Field S",73
"APJC","4036","CHN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4036 - AWS GCR Inside",556
"APJC","4036","HKG","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4036 - AWS GCR Inside",217
"APJC","4036","TWN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4036 - AWS GCR Inside",270
"APJC","4037","CHN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4037 - AWS GCR Demand",746
"APJC","4037","HKG","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4037 - AWS GCR Demand",56
"APJC","4037","TWN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4037 - AWS GCR Demand",40
"APJC","4038","CHN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4038 - AWS GCR Enterpr",882
"APJC","4038","HKG","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4038 - AWS GCR Enterpr",199
"APJC","4038","TWN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4038 - AWS GCR Enterpr",132
"APJC","4039","CHN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4039 - AWS GCR Gl. Acc",717
"APJC","4039","JPN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","NEALMOSE","Y","AWS","4039 - AWS GCR Gl. Acc",19
"Americas","4039","USA","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","GREGARRI","LLEILA","Y","AWS","4039 - AWS GCR Gl. Acc",12
"EMEA","4039","DEU","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","HARVIELI","UNSUPPORTED","Y","AWS","4039 - AWS GCR Gl. Acc",14
"APJC","4043","CHN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4043 - AWS GCR Sales O",833
"APJC","4043","HKG","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4043 - AWS GCR Sales O",68
"APJC","4043","MYS","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","QINWE","Y","AWS","4043 - AWS GCR Sales O",12
"APJC","4043","TWN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4043 - AWS GCR Sales O",42
"APJC","4044","CHN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4044 - AWS GCR Sol. Ar",2453
"APJC","4044","HKG","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4044 - AWS GCR Sol. Ar",324
"APJC","4044","TWN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4044 - AWS GCR Sol. Ar",304
"APJC","4045","CHN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4045 - AWS GCR Sp. Sal",619
"APJC","4045","HKG","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4045 - AWS GCR Sp. Sal",12
"APJC","4045","TWN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4045 - AWS GCR Sp. Sal",121
"APJC","4046","CHN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4046 - AWS GCR Partner",385
"APJC","4046","HKG","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4046 - AWS GCR Partner",48
"APJC","4046","TWN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4046 - AWS GCR Partner",24
"APJC","4047","CHN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4047 - AWS GCR Busines",977
"APJC","4047","HKG","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4047 - AWS GCR Busines",53
"APJC","4047","TWN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4047 - AWS GCR Busines",91
"APJC","4048","CHN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4048 - AWS GCR Busines",986
"APJC","4048","HKG","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4048 - AWS GCR Busines",105
"APJC","4048","TWN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4048 - AWS GCR Busines",75
"Americas","4048","USA","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","GREGARRI","LLEILA","Y","AWS","4048 - AWS GCR Busines",59
"APJC","4049","CHN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4049 - AWS GCR Partner",998
"APJC","4049","HKG","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4049 - AWS GCR Partner",104
"APJC","4049","TWN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4049 - AWS GCR Partner",91
"APJC","4050","CHN","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","WEATHERB","FINUALAH","TRAGEARJ","Y","AWS","4050 - AWS GCR ProServ",1374
"APJC","4050","HKG","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","WEATHERB","FINUALAH","TRAGEARJ","Y","AWS","4050 - AWS GCR ProServ",149
"APJC","4050","TWN","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","WEATHERB","FINUALAH","TRAGEARJ","Y","AWS","4050 - AWS GCR ProServ",134
"APJC","4051","CHN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4051 - AWS GCR Trainin",431
"APJC","4051","HKG","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4051 - AWS GCR Trainin",12
"APJC","4051","TWN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4051 - AWS GCR Trainin",43
"APJC","4440","CHN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4440 - AWS GCR Public",619
"APJC","4440","HKG","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4440 - AWS GCR Public",43
"APJC","4440","TWN","BIS Plan","2021 Q2 Guidance","GARMAN","ELAINECN","ELAINECN","FINUALAH","JANETLI","Y","AWS","4440 - AWS GCR Public",36
"Americas","4600","USA","BIS Plan","2021 Q2 Guidance","GARMAN","RACHET","RACHET","GREGARRI","ELLENMED","Y","AWS","4600 - AWS - Marketing",75
"Americas","5009","USA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","RUDYV","GREGARRI","APPLETK","Y","AWS","5009 - AWS Sales and B",590
"Americas","5773","CAN","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","BOBVAN","DAKILBY","JJULC","Y","AWS","5773 - BD/Specialized",33
"Americas","5773","USA","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","BOBVAN","GREGARRI","LLEILA","Y","AWS","5773 - BD/Specialized",512
"APJC","5774","IND","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","ANIWARRI","Y","AWS","5774 - AWS Commercial",2
"APJC","5774","JPN","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","NEALMOSE","Y","AWS","5774 - AWS Commercial",1
"APJC","5774","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","QINWE","Y","AWS","5774 - AWS Commercial",12
"Americas","5774","CAN","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","DAKILBY","JJULC","Y","AWS","5774 - AWS Commercial",13
"Americas","5774","USA","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","GREGARRI","LLEILA","Y","AWS","5774 - AWS Commercial",802
"EMEA","5774","AUT","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","HARVIELI","NSSEIFFE","Y","AWS","5774 - AWS Commercial",12
"EMEA","5774","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","HARVIELI","NSSEIFFE","Y","AWS","5774 - AWS Commercial",12
"EMEA","5774","ITA","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","HARVIELI","NSSEIFFE","Y","AWS","5774 - AWS Commercial",12
"APJC","5845","AUS","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","FINUALAH","MACKAE","Y","AWS","5845 - AWS WWPS Captur",1
"APJC","5845","MYS","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","FINUALAH","QINWE","Y","AWS","5845 - AWS WWPS Captur",11
"APJC","5845","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","FINUALAH","QINWE","Y","AWS","5845 - AWS WWPS Captur",33
"Americas","5845","BRA","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","GREGARRI","LLEILA","Y","AWS","5845 - AWS WWPS Captur",11
"Americas","5845","USA","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","GREGARRI","APPLETK","Y","AWS","5845 - AWS WWPS Captur",390
"EMEA","5845","CHE","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","HARVIELI","SZWAJGIE","Y","AWS","5845 - AWS WWPS Captur",11
"EMEA","5845","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","HARVIELI","SZWAJGIE","Y","AWS","5845 - AWS WWPS Captur",33
"EMEA","5845","SWE","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","HARVIELI","SZWAJGIE","Y","AWS","5845 - AWS WWPS Captur",11
"APJC","5846","AUS","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","FINUALAH","MACKAE","Y","AWS","5846 - AWS WWPS Techni",66
"APJC","5846","IND","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","FINUALAH","ANIWARRI","Y","AWS","5846 - AWS WWPS Techni",1
"APJC","5846","KOR","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","FINUALAH","QINWE","Y","AWS","5846 - AWS WWPS Techni",15
"APJC","5846","NZL","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","FINUALAH","MACKAE","Y","AWS","5846 - AWS WWPS Techni",1
"APJC","5846","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","FINUALAH","QINWE","Y","AWS","5846 - AWS WWPS Techni",56
"Americas","5846","BRA","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","GREGARRI","LLEILA","Y","AWS","5846 - AWS WWPS Techni",12
"Americas","5846","CAN","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","DAKILBY","JJULC","Y","AWS","5846 - AWS WWPS Techni",12
"Americas","5846","MEX","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","GREGARRI","LLEILA","Y","AWS","5846 - AWS WWPS Techni",13
"Americas","5846","USA","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","GREGARRI","APPLETK","Y","AWS","5846 - AWS WWPS Techni",483
"EMEA","5846","ARE","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","HARVIELI","SZWAJGIE","Y","AWS","5846 - AWS WWPS Techni",11
"EMEA","5846","CHE","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","HARVIELI","SZWAJGIE","Y","AWS","5846 - AWS WWPS Techni",12
"EMEA","5846","DEU","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","HARVIELI","SZWAJGIE","Y","AWS","5846 - AWS WWPS Techni",15
"EMEA","5846","FRA","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","HARVIELI","SZWAJGIE","Y","AWS","5846 - AWS WWPS Techni",11
"EMEA","5846","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","HARVIELI","SZWAJGIE","Y","AWS","5846 - AWS WWPS Techni",165
"EMEA","5846","IRL","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","HARVIELI","SZWAJGIE","Y","AWS","5846 - AWS WWPS Techni",11
"EMEA","5846","NLD","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","HARVIELI","SZWAJGIE","Y","AWS","5846 - AWS WWPS Techni",12
"APJC","5847","AUS","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","FINUALAH","MACKAE","Y","AWS","5847 - WWPS Profession",958
"APJC","5847","IND","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","FINUALAH","TRAGEARJ","Y","AWS","5847 - WWPS Profession",108
"APJC","5847","JPN","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","FINUALAH","TRAGEARJ","Y","AWS","5847 - WWPS Profession",169
"APJC","5847","MYS","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","FINUALAH","TRAGEARJ","Y","AWS","5847 - WWPS Profession",15
"APJC","5847","NZL","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","FINUALAH","TRAGEARJ","Y","AWS","5847 - WWPS Profession",79
"APJC","5847","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","FINUALAH","TRAGEARJ","Y","AWS","5847 - WWPS Profession",385
"Americas","5847","ARG","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","GREGARRI","LLEILA","Y","AWS","5847 - WWPS Profession",78
"Americas","5847","BRA","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","GREGARRI","LLEILA","Y","AWS","5847 - WWPS Profession",264
"Americas","5847","CAN","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","DAKILBY","JJULC","Y","AWS","5847 - WWPS Profession",636
"Americas","5847","CHL","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","GREGARRI","LLEILA","Y","AWS","5847 - WWPS Profession",78
"Americas","5847","COL","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","GREGARRI","LLEILA","Y","AWS","5847 - WWPS Profession",107
"Americas","5847","MEX","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","GREGARRI","LLEILA","Y","AWS","5847 - WWPS Profession",138
"Americas","5847","USA","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","GREGARRI","APPLETK","Y","AWS","5847 - WWPS Profession",7598
"EMEA","5847","ARE","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","HARVIELI","SZWAJGIE","Y","AWS","5847 - WWPS Profession",47
"EMEA","5847","BEL","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","HARVIELI","SZWAJGIE","Y","AWS","5847 - WWPS Profession",47
"EMEA","5847","BHR","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","HARVIELI","SZWAJGIE","Y","AWS","5847 - WWPS Profession",109
"EMEA","5847","CHE","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","HARVIELI","SZWAJGIE","Y","AWS","5847 - WWPS Profession",30
"EMEA","5847","DEU","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","HARVIELI","SZWAJGIE","Y","AWS","5847 - WWPS Profession",139
"EMEA","5847","ESP","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","HARVIELI","SZWAJGIE","Y","AWS","5847 - WWPS Profession",61
"EMEA","5847","FIN","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","HARVIELI","SZWAJGIE","Y","AWS","5847 - WWPS Profession",15
"EMEA","5847","FRA","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","HARVIELI","SZWAJGIE","Y","AWS","5847 - WWPS Profession",155
"EMEA","5847","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","HARVIELI","SZWAJGIE","Y","AWS","5847 - WWPS Profession",941
"EMEA","5847","ISR","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","HARVIELI","SZWAJGIE","Y","AWS","5847 - WWPS Profession",15
"EMEA","5847","ITA","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","HARVIELI","SZWAJGIE","Y","AWS","5847 - WWPS Profession",91
"EMEA","5847","LUX","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","HARVIELI","SZWAJGIE","Y","AWS","5847 - WWPS Profession",15
"EMEA","5847","SAU","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","HARVIELI","SZWAJGIE","Y","AWS","5847 - WWPS Profession",30
"EMEA","5847","SWE","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","HARVIELI","SZWAJGIE","Y","AWS","5847 - WWPS Profession",17
"EMEA","5847","ZAF","BIS Plan","2021 Q2 Guidance","GARMAN","WEATHERB","JEDANCY","HARVIELI","SZWAJGIE","Y","AWS","5847 - WWPS Profession",47
"APJC","5850","AUS","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","FINUALAH","MACKAE","Y","AWS","5850 - AWS Public Sect",1111
"APJC","5850","IDN","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","FINUALAH","QINWE","Y","AWS","5850 - AWS Public Sect",28
"APJC","5850","IND","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","FINUALAH","ANIWARRI","Y","AWS","5850 - AWS Public Sect",995
"APJC","5850","JPN","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","FINUALAH","NEALMOSE","Y","AWS","5850 - AWS Public Sect",382
"APJC","5850","KOR","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","FINUALAH","QINWE","Y","AWS","5850 - AWS Public Sect",256
"APJC","5850","MYS","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","FINUALAH","QINWE","Y","AWS","5850 - AWS Public Sect",43
"APJC","5850","NZL","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","FINUALAH","MACKAE","Y","AWS","5850 - AWS Public Sect",126
"APJC","5850","PHL","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","FINUALAH","QINWE","Y","AWS","5850 - AWS Public Sect",12
"APJC","5850","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","FINUALAH","QINWE","Y","AWS","5850 - AWS Public Sect",548
"APJC","5850","THA","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","FINUALAH","QINWE","Y","AWS","5850 - AWS Public Sect",45
"Americas","5850","USA","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","DDELMOLI","GREGARRI","APPLETK","Y","AWS","5850 - AWS Public Sect",1
"Americas","5851","USA","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","MAXPETE","GREGARRI","APPLETK","Y","AWS","5851 - AWS Public Sect",38
"EMEA","5851","ARE","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","MAXPETE","HARVIELI","SZWAJGIE","Y","AWS","5851 - AWS Public Sect",137
"EMEA","5851","AUT","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","MAXPETE","HARVIELI","SZWAJGIE","Y","AWS","5851 - AWS Public Sect",12
"EMEA","5851","BEL","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","MAXPETE","HARVIELI","SZWAJGIE","Y","AWS","5851 - AWS Public Sect",176
"EMEA","5851","BHR","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","MAXPETE","HARVIELI","SZWAJGIE","Y","AWS","5851 - AWS Public Sect",81
